OBJECTID,Join_Count,TARGET_FID,LHD_Determination,Latitude,Longitude,See In Google Earth,Fatality,NumberOfFatalities,Beta_Source_Layer,URL,River/Stream,SARPID,Original Source,SourceID,SourceFile,MERGE_SRC,Date Rechecked,Rechecked by,SiteId,SiteUuid,WaterSourceUuids,PODorPOUSite,SiteNativeId,ID,LHD_Color,Day of Evaluation,Evaluation Comments,Evaluator's Name,Dam_Name,State Name,State Abbreviation,State FIPS Code,County Name,County FIPS Code,FIPS Code,2023 Total County Population,City,Weir_Length,LHD_SiteID,LinkNo,Reach_ID,Qmin,Qmax,LHD_Match_Dist_Meters
5761,1,5761,2,48.51984249,-116.4422662,"https://earth.google.com/web/@48.51984249,-116.44226624,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,7/15/25 2:17,Outlet structure however I can't see any head or white water.,Steve Plettenberg,LHD,Idaho,ID,16,Boundary County,21,16021,12898,,,,,,,,
5762,1,5762,2,43.96790733,-115.5034673,"https://earth.google.com/web/@43.96790733,-115.50346727,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,7/22/25 19:22,Uncertain,Wendy Williams,27,Idaho,ID,16,Boise County,15,16015,7833,,,,,,,,
5763,1,5763,2,43.95932087,-115.5370324,"https://earth.google.com/web/@43.95932087,-115.5370324,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,7/22/25 19:19,Uncertain,Wendy Williams,26,Idaho,ID,16,Boise County,15,16015,7833,,,,,,,,
5764,1,5764,2,43.96567047,-115.5520036,"https://earth.google.com/web/@43.96567047,-115.55200363,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,7/22/25 19:16,Uncertain,Wendy Williams,23,Idaho,ID,16,Boise County,15,16015,7833,,,,,,,,
5765,1,5765,2,43.87210345,-115.7481311,"https://earth.google.com/web/@43.87210345,-115.74813106,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,8/7/25 15:44,Unable to tell from satellite imagery,Joey Michelotti,18,Idaho,ID,16,Boise County,15,16015,7833,,,,,,,,
5766,1,5766,2,43.83583169,-115.7857301,"https://earth.google.com/web/@43.83583169,-115.7857301,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,8/7/25 15:36,Unable to tell from satellite imagery,Joey Michelotti,17,Idaho,ID,16,Boise County,15,16015,7833,,,,,,,,
5767,1,5767,2,43.90914473,-116.1908735,"https://earth.google.com/web/@43.90914473,-116.19087347,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,7/23/25 20:57,Uncertain,Wendy Williams,2,Idaho,ID,16,Boise County,15,16015,7833,,,,,,,,
5768,1,5768,2,44.05710799,-115.1131749,"https://earth.google.com/web/@44.05710799,-115.11317486,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,8/7/25 15:58,Looks like LHD but could be tree,Joey Michelotti,3,Idaho,ID,16,Boise County,15,16015,7833,,,,,,,,
5769,1,5769,2,44.20937808,-115.2420143,"https://earth.google.com/web/@44.20937808,-115.24201433,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,8/7/25 18:35,Unable to tell from satellite imagery,Joey Michelotti,5,Idaho,ID,16,Boise County,15,16015,7833,,,,,,,,
5770,1,5770,2,44.25016773,-115.2146768,"https://earth.google.com/web/@44.25016773,-115.21467676,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,8/15/25 16:35,Unable to tell from satellite imagery,Joey Michelotti,8 not sure,Idaho,ID,16,Boise County,15,16015,7833,,,,,,,,
5771,1,5771,1,48.51988246,-116.4422032,"https://earth.google.com/web/@48.51988246,-116.44220323,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Green,7/15/25 2:18,Outlet or spillway.,Steve Plettenberg,1 some sort of dam,Idaho,ID,16,Boundary County,21,16021,12898,,,,,,,,
5772,1,5772,2,48.92675841,-116.8471633,"https://earth.google.com/web/@48.92675841,-116.84716334,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,7/9/25 16:25,Downed log with a snag or beaver dam?,Steve Plettenberg,9 trees,Idaho,ID,16,Boundary County,21,16021,12898,,,,,,,,
5773,1,5773,2,43.78651557,-114.9614594,"https://earth.google.com/web/@43.78651557,-114.96145941,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,8/5/25 21:02,Unable to tell from satellite imagery,Joey Michelotti,Camas 1,Idaho,ID,16,Camas County,25,16025,1063,,,,,,,,
5774,1,5774,1,42.49234234,-114.0549672,"https://earth.google.com/web/@42.49234234,-114.05496724,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Green,7/15/25 18:50,Low Head Dam,Wendy Williams,Cassia-B2-1,Idaho,ID,16,Cassia County,31,16031,25457,,,,,,,,
5775,1,5775,2,43.25406837,-112.2723015,"https://earth.google.com/web/@43.25406837,-112.27230148,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,8/4/25 14:49,Unable to tell from satellite imagery,Joey Michelotti,105,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5776,1,5776,2,43.16982244,-112.3377628,"https://earth.google.com/web/@43.16982244,-112.33776284,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,8/4/25 21:06,Unable to tell from satellite imagery,Joey Michelotti,106,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5777,1,5777,2,43.29330003,-112.2212424,"https://earth.google.com/web/@43.29330003,-112.22124243,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,7/16/25 14:05,Unknown,Wendy Williams,2,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5778,1,5778,2,43.38577129,-112.1035905,"https://earth.google.com/web/@43.38577129,-112.10359046,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,7/18/25 18:12,Unclear,Wendy Williams,3,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5779,1,5779,2,43.36408881,-112.0976263,"https://earth.google.com/web/@43.36408881,-112.09762632,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,7/16/25 15:10,Unclear,Wendy Williams,5,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5780,1,5780,1,42.96236596,-112.8433114,"https://earth.google.com/web/@42.96236596,-112.84331143,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Green,7/15/25 21:03,Low Head Dam,Wendy Williams,16,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5781,1,5781,1,43.13363297,-112.5965641,"https://earth.google.com/web/@43.13363297,-112.59656407,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Green,7/15/25 21:06,Low Head Dam,Wendy Williams,20,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5782,1,5782,1,43.16278118,-112.568549,"https://earth.google.com/web/@43.16278118,-112.568549,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Green,7/15/25 21:07,Low Head Dam,Wendy Williams,21,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5783,1,5783,1,43.18384445,-112.5500003,"https://earth.google.com/web/@43.18384445,-112.55000026,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Green,7/15/25 21:18,Low Head Dam,Wendy Williams,22,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5784,1,5784,1,43.28097644,-112.2777392,"https://earth.google.com/web/@43.28097644,-112.2777392,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Green,8/5/25 15:19,LHD,Joey Michelotti,28,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5785,1,5785,2,43.26536721,-112.3165797,"https://earth.google.com/web/@43.26536721,-112.31657966,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,8/5/25 15:17,Unable to tell from satellite imagery,Joey Michelotti,29,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5786,1,5786,2,43.24183584,-112.446463,"https://earth.google.com/web/@43.24183584,-112.44646303,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,7/16/25 14:39,Unknown,Wendy Williams,34,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5787,1,5787,1,42.99232985,-112.8619004,"https://earth.google.com/web/@42.99232985,-112.86190039,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Green,7/16/25 14:19,Low Head Dam,Wendy Williams,42,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5788,1,5788,1,42.93382648,-112.8729897,"https://earth.google.com/web/@42.93382648,-112.87298968,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Green,7/16/25 14:31,Low Head Dam,Wendy Williams,46,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5789,1,5789,2,43.30016253,-112.2226793,"https://earth.google.com/web/@43.30016253,-112.22267934,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,7/16/25 14:36,Unknown,Wendy Williams,48,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5790,1,5790,2,43.2852228,-112.2485147,"https://earth.google.com/web/@43.2852228,-112.24851471,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,8/5/25 15:25,Unable to tell from satellite imagery,Joey Michelotti,54,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5791,1,5791,1,43.2823457,-112.2677127,"https://earth.google.com/web/@43.2823457,-112.26771268,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Green,8/5/25 14:59,LHD,Joey Michelotti,55,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5792,1,5792,2,43.37939257,-112.1156976,"https://earth.google.com/web/@43.37939257,-112.11569764,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,7/18/25 18:08,Unclear,Wendy Williams,59,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5793,1,5793,2,43.36630181,-112.1247526,"https://earth.google.com/web/@43.36630181,-112.12475261,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,7/18/25 18:07,Unclear,Wendy Williams,61,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5794,1,5794,2,43.3520413,-112.1301,"https://earth.google.com/web/@43.3520413,-112.13010004,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,7/16/25 15:11,Unclear,Wendy Williams,64,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5795,1,5795,2,43.3403056,-112.1308937,"https://earth.google.com/web/@43.3403056,-112.13089365,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,7/16/25 15:13,Unclear,Wendy Williams,65,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5796,1,5796,2,43.37394203,-112.1410038,"https://earth.google.com/web/@43.37394203,-112.14100384,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,7/18/25 18:11,Unclear,Wendy Williams,77,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5797,1,5797,2,43.31863164,-112.1005895,"https://earth.google.com/web/@43.31863164,-112.10058948,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,7/16/25 15:18,Unclear,Wendy Williams,81,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5798,1,5798,2,43.32227305,-112.1731172,"https://earth.google.com/web/@43.32227305,-112.17311721,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,7/16/25 15:17,Unclear,Wendy Williams,87,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5799,1,5799,1,43.24339866,-112.1838186,"https://earth.google.com/web/@43.24339866,-112.18381855,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Green,7/15/25 21:39,Low Head Dam,Wendy Williams,89,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5800,1,5800,1,43.30581995,-112.139949,"https://earth.google.com/web/@43.30581995,-112.13994901,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Green,7/15/25 21:31,Low Head Dam,Wendy Williams,94,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5801,1,5801,2,43.26580171,-112.2325398,"https://earth.google.com/web/@43.26580171,-112.23253978,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,7/16/25 14:47,Unclear,Wendy Williams,95,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5802,1,5802,2,43.26372584,-112.2358956,"https://earth.google.com/web/@43.26372584,-112.23589564,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,7/16/25 14:59,Unclear,Wendy Williams,96,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5803,1,5803,2,43.26147262,-112.2394064,"https://earth.google.com/web/@43.26147262,-112.23940637,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,7/16/25 14:46,Unclear,Wendy Williams,97,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5804,1,5804,2,43.25848977,-112.2441225,"https://earth.google.com/web/@43.25848977,-112.2441225,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,7/16/25 14:45,Unclear,Wendy Williams,98,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5805,1,5805,2,43.24957237,-112.2580236,"https://earth.google.com/web/@43.24957237,-112.2580236,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,7/16/25 15:00,Unclear,Wendy Williams,101,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5806,1,5806,1,43.21787351,-112.4155957,"https://earth.google.com/web/@43.21787351,-112.41559572,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Green,7/16/25 14:50,Low Head Dam,Wendy Williams,104,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5807,1,5807,2,43.21846339,-112.4032251,"https://earth.google.com/web/@43.21846339,-112.40322507,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,8/4/25 21:09,Unable to tell from satellite imagery,Joey Michelotti,105,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5808,1,5808,1,43.15795958,-112.3583878,"https://earth.google.com/web/@43.15795958,-112.35838776,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Green,7/15/25 21:26,Low Head Dam,Wendy Williams,121,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5809,1,5809,1,43.14887408,-112.3789652,"https://earth.google.com/web/@43.14887408,-112.37896524,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Green,7/15/25 21:27,Low Head Dam,Wendy Williams,115,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5810,1,5810,1,43.14572715,-112.3911861,"https://earth.google.com/web/@43.14572715,-112.39118605,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Green,7/15/25 21:27,Low Head Dam,Wendy Williams,116,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5811,1,5811,1,43.13412473,-112.418035,"https://earth.google.com/web/@43.13412473,-112.41803504,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Green,7/15/25 21:21,Low Head Dam,Wendy Williams,119,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5812,1,5812,1,43.14537249,-112.3647747,"https://earth.google.com/web/@43.14537249,-112.36477474,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Green,7/15/25 21:25,Low Head Dam,Wendy Williams,121,Idaho,ID,16,Bingham County,11,16011,49299,,,,,,,,
5813,1,5813,1,43.80351866,-115.1634843,"https://earth.google.com/web/@43.80351866,-115.16348432,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Green,8/5/25 21:04,LHD,Joey Michelotti,large dam 1,Idaho,ID,16,Elmore County,39,16039,28964,,,,,,,,
5814,1,5814,1,44.41639344,-114.2436589,"https://earth.google.com/web/@44.41639344,-114.24365894,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Green,8/15/25 16:44,LHD,Joey Michelotti,3,Idaho,ID,16,Custer County,37,16037,4453,,,,,,,,
5815,1,5815,2,44.24895695,-115.0430237,"https://earth.google.com/web/@44.24895695,-115.04302371,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,8/7/25 18:43,Unable to tell from satellite imagery,Joey Michelotti,6,Idaho,ID,16,Custer County,37,16037,4453,,,,,,,,
5816,1,5816,2,44.15340737,-114.8837668,"https://earth.google.com/web/@44.15340737,-114.88376682,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,8/7/25 18:16,Unable to tell from satellite imagery,Joey Michelotti,7,Idaho,ID,16,Custer County,37,16037,4453,,,,,,,,
5817,1,5817,2,44.05307121,-114.839033,"https://earth.google.com/web/@44.05307121,-114.83903295,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,8/7/25 17:35,Unable to tell from satellite imagery,Joey Michelotti,13,Idaho,ID,16,Custer County,37,16037,4453,,,,,,,,
5818,1,5818,1,44.14490925,-114.3657508,"https://earth.google.com/web/@44.14490925,-114.36575079,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Green,8/7/25 19:14,LHD,Joey Michelotti,17,Idaho,ID,16,Custer County,37,16037,4453,,,,,,,,
5819,1,5819,2,44.11554987,-114.4298726,"https://earth.google.com/web/@44.11554987,-114.4298726,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,8/7/25 19:00,Unable to tell from satellite imagery,Joey Michelotti,19,Idaho,ID,16,Custer County,37,16037,4453,,,,,,,,
5820,1,5820,2,44.0313971,-114.4609755,"https://earth.google.com/web/@44.0313971,-114.46097551,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,8/6/25 18:55,Unable to tell from satellite imagery,Joey Michelotti,Untitled Placemark,Idaho,ID,16,Custer County,37,16037,4453,,,,,,,,
5821,1,5821,1,44.45098133,-114.222169,"https://earth.google.com/web/@44.45098133,-114.22216898,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Green,8/15/25 16:48,LHD,Joey Michelotti,20,Idaho,ID,16,Custer County,37,16037,4453,,,,,,,,
5822,1,5822,2,44.47480785,-114.1589891,"https://earth.google.com/web/@44.47480785,-114.15898909,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,8/15/25 16:49,Unable to tell from satellite imagery,Joey Michelotti,22,Idaho,ID,16,Custer County,37,16037,4453,,,,,,,,
5823,1,5823,2,44.43286727,-114.2193457,"https://earth.google.com/web/@44.43286727,-114.21934567,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,8/15/25 16:46,Unable to tell from satellite imagery,Joey Michelotti,23,Idaho,ID,16,Custer County,37,16037,4453,,,,,,,,
5824,1,5824,1,44.56080303,-114.2722234,"https://earth.google.com/web/@44.56080303,-114.27222341,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Green,8/15/25 16:51,LHD,Joey Michelotti,24,Idaho,ID,16,Custer County,37,16037,4453,,,,,,,,
5825,1,5825,2,43.99486263,-113.8425012,"https://earth.google.com/web/@43.99486263,-113.8425012,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,8/5/25 20:08,Unable to tell from satellite imagery,Joey Michelotti,28,Idaho,ID,16,Custer County,37,16037,4453,,,,,,,,
5826,1,5826,1,43.91944242,-113.6345828,"https://earth.google.com/web/@43.91944242,-113.63458281,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Green,8/5/25 20:02,LHD,Joey Michelotti,32,Idaho,ID,16,Custer County,37,16037,4453,,,,,,,,
5827,1,5827,2,43.89852605,-113.5953657,"https://earth.google.com/web/@43.89852605,-113.59536573,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,8/5/25 19:45,Unable to tell from satellite imagery,Joey Michelotti,34,Idaho,ID,16,Custer County,37,16037,4453,,,,,,,,
5828,1,5828,2,44.15034407,-114.914014,"https://earth.google.com/web/@44.15034407,-114.91401401,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,7/23/25 17:15,Uncertain,Wendy Williams,39,Idaho,ID,16,Custer County,37,16037,4453,,,,,,,,
5829,1,5829,2,44.06314475,-113.9034804,"https://earth.google.com/web/@44.06314475,-113.90348043,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,8/5/25 20:36,Unable to tell from satellite imagery,Joey Michelotti,43,Idaho,ID,16,Custer County,37,16037,4453,,,,,,,,
5830,1,5830,2,44.00000014,-113.8645196,"https://earth.google.com/web/@44.00000014,-113.86451958,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Yellow,8/5/25 20:26,Unable to tell from satellite imagery,Joey Michelotti,46,Idaho,ID,16,Custer County,37,16037,4453,,,,,,,,
5831,1,5831,1,43.73892177,-116.9422713,"https://earth.google.com/web/@43.73892177,-116.94227126,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Green,8/7/25 17:07,LHD,Joey Michelotti,C5,Idaho,ID,16,Canyon County,27,16027,252670,,,,,,,,
5832,1,5832,1,43.71278358,-116.9497486,"https://earth.google.com/web/@43.71278358,-116.94974863,1100a,0d,35d",,,RAW_States_Merged_Cln_DUP_FREE_EF,,,,,,2022-05-23_ID_Statewide_Raw.kmz,,,,,,,,,,Green,8/7/25 17:03,LHD,Joey Michelotti,C7,Idaho,ID,16,Canyon County,27,16027,252670,,,,,,,,
